pre,post,ACD_avg,ACD_max,ACD_sum,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOCU,NOF_avg,NOF_max,NOF_sum,NOI_avg,NOI_max,NOI_sum,NOM_avg,NOM_max,NOM_sum,NOT_avg,NOT_max,NOT_sum,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC_avg,TLOC_max,TLOC_sum,VG_avg,VG_max,VG_sum,AnonymousClassDeclaration,ArrayAccess,ArrayCreation,ArrayInitializer,ArrayType,AssertStatement,Assignment,Block,BooleanLiteral,BreakStatement,CastExpression,CatchClause,CharacterLiteral,ClassInstanceCreation,CompilationUnit,ConditionalExpression,ConstructorInvocation,ContinueStatement,DoStatement,EmptyStatement,ExpressionStatement,FieldAccess,FieldDeclaration,ForStatement,IfStatement,ImportDeclaration,InfixExpression,Initializer,Javadoc,LabeledStatement,MethodDeclaration,MethodInvocation,NullLiteral,NumberLiteral,PackageDeclaration,ParenthesizedExpression,PostfixExpression,PrefixExpression,PrimitiveType,QualifiedName,ReturnStatement,SimpleName,SimpleType,SingleVariableDeclaration,StringLiteral,SuperConstructorInvocation,SuperFieldAccess,SuperMethodInvocation,SwitchCase,SwitchStatement,SynchronizedStatement,ThisExpression,ThrowStatement,TryStatement,TypeDeclaration,TypeDeclarationStatement,TypeLiteral,VariableDeclarationExpression,VariableDeclarationFragment,VariableDeclarationStatement,WhileStatement,InstanceofExpression,LineComment,BlockComment,TagElement,TextElement,MemberRef,MethodRef,MethodRefParameter,EnhancedForStatement,EnumDeclaration,EnumConstantDeclaration,TypeParameter,ParameterizedType,QualifiedType,WildcardType,NormalAnnotation,MarkerAnnotation,SingleMemberAnnotation,MemberValuePair,AnnotationTypeDeclaration,AnnotationTypeMemberDeclaration,Modifier,SUM,NORM_AnonymousClassDeclaration,NORM_ArrayAccess,NORM_ArrayCreation,NORM_ArrayInitializer,NORM_ArrayType,NORM_AssertStatement,NORM_Assignment,NORM_Block,NORM_BooleanLiteral,NORM_BreakStatement,NORM_CastExpression,NORM_CatchClause,NORM_CharacterLiteral,NORM_ClassInstanceCreation,NORM_CompilationUnit,NORM_ConditionalExpression,NORM_ConstructorInvocation,NORM_ContinueStatement,NORM_DoStatement,NORM_EmptyStatement,NORM_ExpressionStatement,NORM_FieldAccess,NORM_FieldDeclaration,NORM_ForStatement,NORM_IfStatement,NORM_ImportDeclaration,NORM_InfixExpression,NORM_Initializer,NORM_Javadoc,NORM_LabeledStatement,NORM_MethodDeclaration,NORM_MethodInvocation,NORM_NullLiteral,NORM_NumberLiteral,NORM_PackageDeclaration,NORM_ParenthesizedExpression,NORM_PostfixExpression,NORM_PrefixExpression,NORM_PrimitiveType,NORM_QualifiedName,NORM_ReturnStatement,NORM_SimpleName,NORM_SimpleType,NORM_SingleVariableDeclaration,NORM_StringLiteral,NORM_SuperConstructorInvocation,NORM_SuperFieldAccess,NORM_SuperMethodInvocation,NORM_SwitchCase,NORM_SwitchStatement,NORM_SynchronizedStatement,NORM_ThisExpression,NORM_ThrowStatement,NORM_TryStatement,NORM_TypeDeclaration,NORM_TypeDeclarationStatement,NORM_TypeLiteral,NORM_VariableDeclarationExpression,NORM_VariableDeclarationFragment,NORM_VariableDeclarationStatement,NORM_WhileStatement,NORM_InstanceofExpression,NORM_LineComment,NORM_BlockComment,NORM_TagElement,NORM_TextElement,NORM_MemberRef,NORM_MethodRef,NORM_MethodRefParameter,NORM_EnhancedForStatement,NORM_EnumDeclaration,NORM_EnumConstantDeclaration,NORM_TypeParameter,NORM_ParameterizedType,NORM_QualifiedType,NORM_WildcardType,NORM_NormalAnnotation,NORM_MarkerAnnotation,NORM_SingleMemberAnnotation,NORM_MemberValuePair,NORM_AnnotationTypeDeclaration,NORM_AnnotationTypeMemberDeclaration,NORM_Modifier
11,2,1.22222222222222,11,11,6.81818181818182,39,525,10.9350649350649,61,842,1.85714285714286,6,143,9,1.8,16,18,0,0,0,7.6,34,76,1,1,9,0.7,5,7,0.1,1,1,1.4025974025974,5,108,137,546,1233,2.68831168831169,10,207,11,13,18,11,50,0,75,222,22,0,23,28,1,82,9,1,0,0,0,0,304,0,25,4,84,180,105,0,41,0,90,526,66,61,9,16,4,8,75,885,70,3386,470,151,112,3,0,7,0,0,0,0,2,25,10,0,9,4,156,127,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,7736,0.001421923474664,0.001680455015512,0.002326783867632,0.001421923474664,0.0064632885212,0,0.009694932781799,0.028697001034126,0.002843846949328,0,0.002973112719752,0.003619441571872,0.000129265770424,0.010599793174767,0.001163391933816,0.000129265770424,0,0,0,0,0.039296794208894,0,0.0032316442606,0.000517063081696,0.010858324715615,0.023267838676319,0.013572905894519,0,0.005299896587384,0,0.011633919338159,0.06799379524302,0.008531540847983,0.007885211995864,0.001163391933816,0.002068252326784,0.000517063081696,0.001034126163392,0.009694932781799,0.114400206825233,0.009048603929679,0.437693898655636,0.060754912099276,0.019519131334023,0.014477766287487,0.000387797311272,0,0.000904860392968,0,0,0,0,0.000258531540848,0.0032316442606,0.00129265770424,0,0.001163391933816,0.000517063081696,0.020165460186143,0.016416752843847,0,0.001163391933816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018872802481903
0,1,0,0,0,2.54545454545455,17,56,4.36363636363636,19,96,1.27272727272727,3,28,5,1.4,3,7,0,0,0,4.4,6,22,1,1,5,0,0,0,0,0,0,1,3,22,38,52,190,1.54545454545455,5,34,0,4,1,0,5,0,9,31,2,0,8,1,1,10,5,1,0,0,0,0,21,0,7,3,8,47,8,0,6,0,22,56,6,12,5,1,2,4,10,232,18,610,83,23,5,0,0,0,0,0,0,0,1,1,5,0,0,3,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1353,0,0.002956393200296,0.000739098300074,0,0.00369549150037,0,0.006651884700665,0.022912047302291,0.001478196600148,0,0.005912786400591,0.000739098300074,0.000739098300074,0.007390983000739,0.00369549150037,0.000739098300074,0,0,0,0,0.015521064301552,0,0.005173688100517,0.002217294900222,0.005912786400591,0.034737620103474,0.005912786400591,0,0.004434589800443,0,0.016260162601626,0.041389504804139,0.004434589800443,0.008869179600887,0.00369549150037,0.000739098300074,0.001478196600148,0.002956393200296,0.007390983000739,0.171470805617147,0.01330376940133,0.450849963045085,0.061345158906135,0.0169992609017,0.00369549150037,0,0,0,0,0,0,0,0.000739098300074,0.000739098300074,0.00369549150037,0,0,0.002217294900222,0.019216555801922,0.011825572801183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025129342202513
23,7,1.41666666666667,14,51,4.30043859649123,56,1961,7.01535087719298,75,3199,1.4890350877193,5,679,36,3.01639344262295,43,184,0.111111111111111,1,4,7.11475409836066,77,434,0.888888888888889,1,32,0.967213114754098,16,59,0.360655737704918,11,22,0.890350877192982,7,406,139.916666666667,1023,5037,2.19736842105263,16,1002,51,86,44,25,115,0,377,857,111,10,81,53,46,289,36,4,1,5,0,0,1238,9,243,59,391,527,570,0,131,0,513,1988,257,334,36,59,61,64,585,2600,329,12527,1685,494,288,21,0,14,10,2,0,52,5,49,61,0,1,56,795,495,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,29771,0.001713076483827,0.002888717208021,0.001477948338988,0.000839743374425,0.003862819522354,0,0.012663330086326,0.028786402875281,0.003728460582446,0.00033589734977,0.002720768533136,0.001780255953781,0.001545127808942,0.00970743340835,0.001209230459172,0.000134358939908,3.3589734976991E-05,0.000167948674885,0,0,0.041584091901515,0.000302307614793,0.008162305599409,0.001981794363642,0.013133586376004,0.017701790332874,0.019146148936885,0,0.004400255281986,0,0.017231534043196,0.066776393134258,0.008632561889087,0.011218971482315,0.001209230459172,0.001981794363642,0.002048973833596,0.002149743038527,0.01964999496154,0.087333310940177,0.01105102280743,0.420778610056767,0.05659870343623,0.016593329078634,0.009673843673373,0.000705384434517,0,0.000470256289678,0.00033589734977,6.71794699539821E-05,0,0.001746666218804,0.000167948674885,0.001645897013873,0.002048973833596,0,3.3589734976991E-05,0.001881025158712,0.026703839306708,0.016626918813611,0.000403076819724,0.000940512579356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033287427362198
5,1,0.6,4,6,4.04123711340206,80,392,6.81443298969072,118,661,1.5979381443299,7,155,10,1.75,12,21,0.1,1,1,4.33333333333333,18,52,0.9,1,9,0.25,2,3,3.75,10,45,1.44329896907217,7,140,104.2,241,1042,2.45360824742268,32,238,6,21,13,5,47,0,61,216,22,0,33,2,14,48,10,0,1,0,0,0,220,7,24,21,98,129,101,0,59,0,103,393,42,63,10,22,20,25,129,672,83,2911,379,147,59,1,0,4,0,0,0,1,1,3,12,0,0,21,147,102,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,6725,0.00089219330855,0.003122676579926,0.001933085501859,0.000743494423792,0.006988847583643,0,0.00907063197026,0.032118959107807,0.003271375464684,0,0.004907063197026,0.000297397769517,0.002081784386617,0.007137546468401,0.001486988847584,0,0.000148698884758,0,0,0,0.03271375464684,0.001040892193309,0.003568773234201,0.003122676579926,0.01457249070632,0.019182156133829,0.015018587360595,0,0.008773234200744,0,0.015315985130112,0.058438661710037,0.006245353159851,0.009368029739777,0.001486988847584,0.003271375464684,0.002973977695167,0.003717472118959,0.019182156133829,0.099925650557621,0.012342007434944,0.432862453531598,0.05635687732342,0.02185873605948,0.008773234200744,0.000148698884758,0,0.000594795539033,0,0,0,0.000148698884758,0.000148698884758,0.000446096654275,0.0017843866171,0,0,0.003122676579926,0.02185873605948,0.015167286245353,0.000148698884758,0.003122676579926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028996282527881
5,0,1.8,5,18,6.45508982035928,64,1078,10.3652694610778,63,1731,2.02395209580838,8,338,10,4.5,15,63,0.1,1,1,11.0714285714286,37,155,0.9,1,9,1.71428571428571,8,24,0.857142857142857,3,12,0.820359281437126,4,137,243.2,748,2432,2.76047904191617,12,461,18,66,34,25,84,0,223,445,85,7,30,27,3,152,10,6,1,1,0,0,697,3,87,30,200,246,249,0,68,1,187,1079,109,195,10,18,38,39,232,1267,116,6174,752,184,195,6,0,8,4,1,0,1,2,25,14,0,0,30,379,261,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,14499,0.001241464928616,0.004552038071591,0.002344989309608,0.0017242568453,0.005793503000207,0,0.015380371060073,0.030691771846334,0.005862473274019,0.000482791916684,0.00206910821436,0.001862197392924,0.000206910821436,0.010483481619422,0.00068970273812,0.000413821642872,6.89702738119871E-05,6.89702738119871E-05,0,0,0.048072280846955,0.000206910821436,0.006000413821643,0.00206910821436,0.013794054762397,0.016966687357749,0.017173598179185,0,0.004689978619215,6.89702738119871E-05,0.012897441202842,0.074418925443134,0.007517759845507,0.013449203393338,0.00068970273812,0.001241464928616,0.002620870404856,0.002689840678668,0.016001103524381,0.087385336919788,0.008000551762191,0.425822470515208,0.051865645906614,0.012690530381406,0.013449203393338,0.000413821642872,0,0.000551762190496,0.000275881095248,6.89702738119871E-05,0,6.89702738119871E-05,0.000137940547624,0.0017242568453,0.000965583833368,0,0,0.00206910821436,0.026139733774743,0.018001241464929,6.89702738119871E-05,0.001172494654804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024622387750879
1,0,0,0,0,0.4,2,4,0.6,2,6,0.2,1,2,2,0,0,0,0.5,1,1,4,8,8,0.5,1,1,1.5,3,3,1,2,2,1.8,5,18,12,14,24,0.2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,1,0,0,15,0,10,4,0,3,2,0,0,0,18,12,0,69,13,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,202,0,0,0,0,0,0,0,0.00990099009901,0,0,0,0,0,0,0.00990099009901,0,0,0,0,0,0.00990099009901,0,0.014851485148515,0,0,0.004950495049505,0,0,0.074257425742574,0,0.04950495049505,0.01980198019802,0,0.014851485148515,0.00990099009901,0,0,0,0.089108910891089,0.059405940594059,0,0.341584158415842,0.064356435643564,0.089108910891089,0,0,0,0,0,0,0,0,0,0,0.00990099009901,0,0,0,0.014851485148515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113861386138614
0,0,0,0,0,0.492957746478873,7,35,1.02816901408451,10,73,0.338028169014084,1,24,3,0,0,0,0.666666666666667,1,2,8,27,48,0.333333333333333,1,1,3.66666666666667,20,22,3.83333333333333,23,23,0.76056338028169,7,54,61,120,183,0.394366197183099,3,28,0,0,0,0,23,0,0,24,2,0,2,0,0,6,3,0,0,0,0,0,2,0,22,0,4,11,4,0,99,0,71,35,10,2,3,0,0,0,37,62,22,446,129,54,19,0,0,0,0,0,0,0,4,0,6,0,2,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1308,0,0,0,0,0.017584097859327,0,0,0.018348623853211,0.001529051987768,0,0.001529051987768,0,0,0.004587155963303,0.002293577981651,0,0,0,0,0,0.001529051987768,0,0.016819571865444,0,0.003058103975535,0.008409785932722,0.003058103975535,0,0.075688073394496,0,0.054281345565749,0.026758409785933,0.007645259938838,0.001529051987768,0.002293577981651,0,0,0,0.0282874617737,0.047400611620795,0.016819571865444,0.340978593272171,0.098623853211009,0.041284403669725,0.014525993883792,0,0,0,0,0,0,0,0.003058103975535,0,0.004587155963303,0,0.001529051987768,0,0.022935779816514,0.00611620795107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126911314984709
0,0,0,0,0,1,2,62,1.32258064516129,5,82,1.01612903225806,2,63,4,1,1,4,0,0,0,15.5,30,62,1,1,4,0,0,0,0,0,0,0.629032258064516,7,39,58.5,110,234,1.11290322580645,2,69,0,4,2,0,18,0,6,63,4,0,11,0,0,9,4,0,0,0,0,0,18,4,4,2,5,12,3,0,0,0,62,62,2,2,4,11,2,0,39,104,51,528,99,39,0,0,0,0,0,0,0,0,0,0,4,0,0,2,11,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1270,0,0.003149606299213,0.001574803149606,0,0.014173228346457,0,0.004724409448819,0.049606299212599,0.003149606299213,0,0.008661417322835,0,0,0.007086614173228,0.003149606299213,0,0,0,0,0,0.014173228346457,0.003149606299213,0.003149606299213,0.001574803149606,0.003937007874016,0.009448818897638,0.002362204724409,0,0,0,0.048818897637795,0.048818897637795,0.001574803149606,0.001574803149606,0.003149606299213,0.008661417322835,0.001574803149606,0,0.030708661417323,0.081889763779528,0.040157480314961,0.415748031496063,0.077952755905512,0.030708661417323,0,0,0,0,0,0,0,0,0,0,0.003149606299213,0,0,0.001574803149606,0.008661417322835,0.003937007874016,0,0.003149606299213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055118110236221
1,1,0,0,0,4.66666666666667,11,28,5.83333333333333,13,35,1.66666666666667,2,10,1,2,2,2,0,0,0,5,5,5,1,1,1,1,1,1,1,1,1,0.666666666666667,1,4,59,59,59,1.66666666666667,3,10,0,0,0,0,0,0,4,12,0,0,3,1,0,3,1,0,0,0,0,0,15,2,3,0,3,6,3,0,0,0,6,28,6,1,1,1,0,0,3,34,3,149,21,5,1,1,0,0,0,0,0,2,2,2,1,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,345,0,0,0,0,0,0,0.011594202898551,0.034782608695652,0,0,0.008695652173913,0.002898550724638,0,0.008695652173913,0.002898550724638,0,0,0,0,0,0.043478260869565,0.005797101449275,0.008695652173913,0,0.008695652173913,0.017391304347826,0.008695652173913,0,0,0,0.017391304347826,0.081159420289855,0.017391304347826,0.002898550724638,0.002898550724638,0.002898550724638,0,0,0.008695652173913,0.098550724637681,0.008695652173913,0.431884057971014,0.060869565217391,0.014492753623188,0.002898550724638,0.002898550724638,0,0,0,0,0,0.005797101449275,0.005797101449275,0.005797101449275,0.002898550724638,0,0.002898550724638,0,0.017391304347826,0.008695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034782608695652
1,0,0,0,0,7.93939393939394,70,1048,11.3863636363636,110,1503,1.77272727272727,6,234,5,4,7,36,0.2,1,1,14.3333333333333,34,129,0.8,1,4,8.77777777777778,62,79,0.333333333333333,2,3,1.08333333333333,5,143,386.6,957,1933,4.33333333333333,33,572,0,58,27,3,91,0,128,344,55,36,105,8,2,78,5,26,1,9,0,0,449,17,115,64,261,28,314,0,8,0,132,1049,185,164,5,70,46,27,219,226,134,4719,703,151,179,2,0,0,38,5,0,19,1,9,9,0,0,62,433,253,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,11495,0,0.005045672031318,0.002348847324924,0.000260983036103,0.007916485428447,0,0.011135276207047,0.029926054806438,0.004784688995215,0.003131796433232,0.009134406263593,0.00069595476294,0.000173988690735,0.006785558938669,0.000434971726838,0.002261852979556,8.69943453675511E-05,0.000782949108308,0,0,0.039060461070031,0.001478903871248,0.010004349717268,0.005567638103523,0.022705524140931,0.002435841670291,0.027316224445411,0,0.00069595476294,0,0.011483253588517,0.091257068290561,0.016093953892997,0.014267072640278,0.000434971726838,0.006089604175729,0.004001739886907,0.002348847324924,0.019051761635494,0.019660722053067,0.011657242279252,0.410526315789474,0.061157024793389,0.0131361461505,0.015571987820792,0.000173988690735,0,0,0.003305785123967,0.000434971726838,0,0.001652892561983,8.69943453675511E-05,0.000782949108308,0.000782949108308,0,0,0.005393649412788,0.03766855154415,0.022009569377991,0.000434971726838,0.000521966072205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035841670291431
